"ID_DISCENTE,""ANO_NASCIMENTO"",""PERIODO_INGRESSO"",""TIPO_INGRESSO"",""PERIODO_LETIVO"",""CAMPUS"",""CD_INEP"",""CURSO"",""CARGA_HORARIA_CURSO"",""TURNO"",""MODALIDADE"",""COTAS"",""ESCOLA_PUBLICA"",""BLS_ASSIST"",""DS_TP_SIT_ACAD"",""MONITOR_PROGRAD"",""SEXO"",""COR"",""NACIONALIDADE"",""CIDADE_NAT"",""UF_NAT"",""DEFIC"",""MOB_ACAD"",""TIPO_MOB_ACAD"",""IES_DEST"",""TIPO_MOB_ACAD_INTERNAC"",""PAIS_DEST"""
"268300,1994,""2013.1"",VESTIBULAR,""2020.1"",REITOR JOAQUIM AMAZONAS,52231,GEOGRAFIA - LICENCIATURA,2520,MANHA,PRESENCIAL,AC,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,NÃƒO,F,PRETA,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"268380,1996,""2013.2"",VESTIBULAR,""2020.1"",AGRESTE,118092,ENGENHARIA DE PRODUÃ‡ÃƒO - CAA,3765,INTEGRAL,PRESENCIAL,AC,NÃƒO,NÃƒO,MATRICULADO,NÃƒO,F,BRANCA,BRA,CARUARU,PE,NÃƒO,NÃƒO,,,,"
"268380,1996,""2013.2"",VESTIBULAR,""2020.2"",AGRESTE,118092,ENGENHARIA DE PRODUÃ‡ÃƒO - CAA,3765,INTEGRAL,PRESENCIAL,AC,NÃƒO,NÃƒO,MATRICULADO,NÃƒO,F,BRANCA,BRA,CARUARU,PE,NÃƒO,NÃƒO,,,,"
"268867,1994,""2013.1"",VESTIBULAR,""2020.1"",REITOR JOAQUIM AMAZONAS,1192306,ENGENHARIA DE CONTROLE E AUTOMAÃ‡ÃƒO,3975,INTEGRAL,PRESENCIAL,AC,NÃƒO,NÃƒO,INTEGRALIZADO,SIM,M,NÃƒO DECLARADO,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"268881,1991,""2013.2"",VESTIBULAR,""2020.1"",REITOR JOAQUIM AMAZONAS,13580,PEDAGOGIA,3210,NOITE,PRESENCIAL,AC,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,NÃƒO,F,NÃƒO DECLARADO,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"234854,1969,""2013.2"",VESTIBULAR,""2020.1"",AGRESTE,118100,MATEMÃTICA - LICENCIATURA - CAA,3000,NOITE,PRESENCIAL,AC,NÃƒO,NÃƒO,INTEGRALIZADO,NÃƒO,M,PARDA,BRA,CARUARU,PE,NÃƒO,NÃƒO,,,,"
"268883,1969,""2013.2"",VESTIBULAR,""2020.1"",AGRESTE,118100,MATEMÃTICA - LICENCIATURA - CAA,3000,NOITE,PRESENCIAL,AC,NÃƒO,NÃƒO,INTEGRALIZADO,NÃƒO,M,PARDA,BRA,CARUARU,PE,NÃƒO,NÃƒO,,,,"
"269240,1996,""2013.1"",VESTIBULAR,""2020.1"",AGRESTE,118096,FÃSICA - LICENCIATURA - CAA,3150,NOITE,PRESENCIAL,AC,NÃƒO,NÃƒO,MATRÃCULA RECUSADA,SIM,M,NÃƒO DECLARADO,BRA,LAGOA DOS GATOS,PE,NÃƒO,NÃƒO,,,,"
"269346,1995,""2013.1"",CONVENIO,""2020.1"",REITOR JOAQUIM AMAZONAS,58856,ENGENHARIA BIOMÃ‰DICA,3600,INTEGRAL,PRESENCIAL,OUTROS,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,NÃƒO,F,PRETA,BRA,PRAIA,ST,NÃƒO,NÃƒO,,,,"
"269891,1996,""2013.2"",VESTIBULAR,""2020.1"",REITOR JOAQUIM AMAZONAS,1192306,ENGENHARIA DE CONTROLE E AUTOMAÃ‡ÃƒO,3975,INTEGRAL,PRESENCIAL,AC,NÃƒO,NÃƒO,INTEGRALIZADO,SIM,M,BRANCA,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"269934,1994,""2013.2"",VESTIBULAR,""2020.2"",REITOR JOAQUIM AMAZONAS,13584,ENGENHARIA CIVIL,3900,INTEGRAL,PRESENCIAL,AC,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,NÃƒO,M,PRETA,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"270584,1994,""2013.2"",VESTIBULAR,""2020.1"",AGRESTE,101129,ENGENHARIA CIVIL - CAA,4100,INTEGRAL,PRESENCIAL,AC,NÃƒO,NÃƒO,INTEGRALIZADO,NÃƒO,M,NÃƒO DECLARADO,BRA,CARUARU,PE,NÃƒO,NÃƒO,,,,"
"271422,1995,""2014.1"",VESTIBULAR,""2020.1"",REITOR JOAQUIM AMAZONAS,313603,LETRAS - BACHARELADO,2700,TARDE,PRESENCIAL,AC,NÃƒO,NÃƒO,INTEGRALIZADO,SIM,F,BRANCA,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"271431,1996,""2014.1"",VESTIBULAR,""2020.1"",AGRESTE,118098,QUÃMICA - LICENCIATURA - CAA,3210,NOITE,PRESENCIAL,AC,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,NÃƒO,F,NÃƒO DECLARADO,BRA,SAO CAITANO,PE,NÃƒO,NÃƒO,,,,"
"271456,1988,""2014.2"",VESTIBULAR,""2020.1"",REITOR JOAQUIM AMAZONAS,13625,TURISMO,3000,NOITE,PRESENCIAL,AC,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,NÃƒO,F,NÃƒO DECLARADO,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"218620,1992,""2014.1"",VESTIBULAR,""2020.1"",AGRESTE,101082,ADMINISTRAÃ‡ÃƒO -CAA,3000,MANHA,PRESENCIAL,AC,NÃƒO,NÃƒO,INTEGRALIZADO,NÃƒO,M,BRANCA,BRA,CARUARU,PE,NÃƒO,NÃƒO,,,,"
"271466,1992,""2014.1"",VESTIBULAR,""2020.1"",AGRESTE,101082,ADMINISTRAÃ‡ÃƒO -CAA,3000,MANHA,PRESENCIAL,AC,NÃƒO,NÃƒO,INTEGRALIZADO,NÃƒO,M,BRANCA,BRA,CARUARU,PE,NÃƒO,NÃƒO,,,,"
"271544,1995,""2014.1"",VESTIBULAR,""2020.1"",REITOR JOAQUIM AMAZONAS,13625,TURISMO,3000,TARDE,PRESENCIAL,AC,NÃƒO,NÃƒO,INTEGRALIZADO,SIM,F,BRANCA,BRA,JABOATAO DOS GUARARAPES,PE,NÃƒO,NÃƒO,,,,"
"271572,1996,""2014.1"",VESTIBULAR,""2020.1"",REITOR JOAQUIM AMAZONAS,13625,TURISMO,3000,TARDE,PRESENCIAL,AC,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,NÃƒO,F,NÃƒO DECLARADO,BRA,JABOATAO DOS GUARARAPES,PE,NÃƒO,NÃƒO,,,,"
"271845,1989,""2014.1"",VESTIBULAR,""2020.1"",AGRESTE,101127,DESIGN - CAA,3210,NOITE,PRESENCIAL,AC,NÃƒO,NÃƒO,INTEGRALIZADO,NÃƒO,M,NÃƒO DECLARADO,BRA,BELO JARDIM,PE,NÃƒO,NÃƒO,,,,"
"271898,1990,""2014.1"",VESTIBULAR,""2020.1"",REITOR JOAQUIM AMAZONAS,13582,SECRETARIADO EXECUTIVO,2190,NOITE,PRESENCIAL,AC,NÃƒO INFORMADO,NÃƒO,MATRICULADO,NÃƒO,F,PARDA,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"271898,1990,""2014.1"",VESTIBULAR,""2020.2"",REITOR JOAQUIM AMAZONAS,13582,SECRETARIADO EXECUTIVO,2190,NOITE,PRESENCIAL,AC,NÃƒO INFORMADO,NÃƒO,MATRICULADO,NÃƒO,F,PARDA,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"271968,1996,""2014.2"",VESTIBULAR,""2020.1"",REITOR JOAQUIM AMAZONAS,13572,ADMINISTRAÃ‡ÃƒO,3030,MANHA,PRESENCIAL,AC,NÃƒO INFORMADO,SIM,INTEGRALIZADO,NÃƒO,M,NÃƒO DECLARADO,BRA,OLINDA,PE,NÃƒO,NÃƒO,,,,"
"272025,1996,""2014.1"",VESTIBULAR,""2020.1"",REITOR JOAQUIM AMAZONAS,1136141,ENGENHARIA DE MATERIAIS,3705,INTEGRAL,PRESENCIAL,AC,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,NÃƒO,F,PARDA,BRA,JABOATAO DOS GUARARAPES,PE,NÃƒO,NÃƒO,,,,"
"272091,1994,""2014.1"",VESTIBULAR,""2020.1"",REITOR JOAQUIM AMAZONAS,58854,ENGENHARIA DA COMPUTAÃ‡ÃƒO,4065,INTEGRAL,PRESENCIAL,AC,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,SIM,M,NÃƒO DECLARADO,BRA,RECIFE,PE,SIM,NÃƒO,,,,"
"272281,1995,""2014.1"",VESTIBULAR,""2020.1"",REITOR JOAQUIM AMAZONAS,1192306,ENGENHARIA DE CONTROLE E AUTOMAÃ‡ÃƒO,3975,INTEGRAL,PRESENCIAL,AC,NÃƒO,NÃƒO,INTEGRALIZADO,NÃƒO,M,NÃƒO DECLARADO,BRA,JABOATAO DOS GUARARAPES,PE,NÃƒO,NÃƒO,,,,"
"272296,1996,""2014.2"",VESTIBULAR,""2020.1"",AGRESTE,101092,PEDAGOGIA - CAA,3220,NOITE,PRESENCIAL,AC,NÃƒO INFORMADO,SIM,INTEGRALIZADO,NÃƒO,F,PARDA,BRA,CARUARU,PE,NÃƒO,NÃƒO,,,,"
"272364,1964,""2014.1"",VESTIBULAR,""2020.1"",REITOR JOAQUIM AMAZONAS,13609,BIBLIOTECONOMIA,2745,TARDE,PRESENCIAL,AC,NÃƒO INFORMADO,NÃƒO,MATRÃCULA RECUSADA,NÃƒO,F,NÃƒO DECLARADO,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"272386,1996,""2014.1"",VESTIBULAR,""2020.1"",REITOR JOAQUIM AMAZONAS,58854,ENGENHARIA DA COMPUTAÃ‡ÃƒO,4065,INTEGRAL,PRESENCIAL,AC,NÃƒO,NÃƒO,INTEGRALIZADO,NÃƒO,M,PARDA,BRA,JABOATAO DOS GUARARAPES,PE,NÃƒO,NÃƒO,,,,"
"272408,1996,""2014.2"",VESTIBULAR,""2020.1"",REITOR JOAQUIM AMAZONAS,117394,CINEMA E AUDIOVISUAL,2720,TARDE,PRESENCIAL,AC,NÃƒO INFORMADO,SIM,INTEGRALIZADO,SIM,M,PARDA,BRA,OLINDA,PE,NÃƒO,NÃƒO,,,,"
"272494,1994,""2014.1"",VESTIBULAR,""2020.1"",REITOR JOAQUIM AMAZONAS,117394,CINEMA E AUDIOVISUAL,2720,TARDE,PRESENCIAL,AC,NÃƒO INFORMADO,SIM,INTEGRALIZADO,NÃƒO,M,PRETA,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"272570,1994,""2014.1"",VESTIBULAR,""2020.1"",REITOR JOAQUIM AMAZONAS,13580,PEDAGOGIA,3210,NOITE,PRESENCIAL,AC,NÃƒO,NÃƒO,INTEGRALIZADO,NÃƒO,M,NÃƒO DECLARADO,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"272638,1996,""2014.2"",VESTIBULAR,""2020.1"",REITOR JOAQUIM AMAZONAS,13581,SERVIÃ‡O SOCIAL,3100,TARDE,PRESENCIAL,AC,NÃƒO,NÃƒO,INTEGRALIZADO,NÃƒO,F,NÃƒO DECLARADO,BRA,CARPINA,PE,NÃƒO,NÃƒO,,,,"
"273009,1991,""2014.1"",VESTIBULAR,""2020.1"",REITOR JOAQUIM AMAZONAS,13572,ADMINISTRAÃ‡ÃƒO,3030,MANHA,PRESENCIAL,AC,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,NÃƒO,F,NÃƒO DECLARADO,BRA,JABOATAO DOS GUARARAPES,PE,NÃƒO,NÃƒO,,,,"
"273182,1996,""2014.1"",VESTIBULAR,""2020.1"",REITOR JOAQUIM AMAZONAS,117390,ARQUEOLOGIA,2940,INTEGRAL,PRESENCIAL,AC,NÃƒO,NÃƒO,INTEGRALIZADO,NÃƒO,F,NÃƒO DECLARADO,BRA,SAO JOSE DOS CAMPOS,SP,NÃƒO,SIM,NACIONAL,Universidade Federal do Oeste do Para,,BRASIL"
"273237,1995,""2014.1"",VESTIBULAR,""2020.1"",REITOR JOAQUIM AMAZONAS,13610,ARQUITETURA E URBANISMO,3915,INTEGRAL,PRESENCIAL,AC,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,NÃƒO,F,PARDA,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"273306,1996,""2014.1"",VESTIBULAR,""2020.1"",REITOR JOAQUIM AMAZONAS,117394,CINEMA E AUDIOVISUAL,2720,TARDE,PRESENCIAL,AC,NÃƒO,NÃƒO,INTEGRALIZADO,SIM,F,NÃƒO DECLARADO,BRA,OLINDA,PE,NÃƒO,NÃƒO,,,,"
"273447,1995,""2014.1"",VESTIBULAR,""2020.1"",REITOR JOAQUIM AMAZONAS,13572,ADMINISTRAÃ‡ÃƒO,3030,NOITE,PRESENCIAL,AC,NÃƒO,NÃƒO,INTEGRALIZADO,NÃƒO,M,BRANCA,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"273450,1995,""2014.2"",VESTIBULAR,""2020.1"",REITOR JOAQUIM AMAZONAS,13572,ADMINISTRAÃ‡ÃƒO,3030,NOITE,PRESENCIAL,AC,NÃƒO,NÃƒO,INTEGRALIZADO,NÃƒO,M,NÃƒO DECLARADO,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"273578,1994,""2014.2"",VESTIBULAR,""2020.1"",REITOR JOAQUIM AMAZONAS,13573,CIÃŠNCIAS CONTABEIS,3000,TARDE,PRESENCIAL,AC,NÃƒO,SIM,INTEGRALIZADO,NÃƒO,M,AMARELA,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"273608,1994,""2014.1"",VESTIBULAR,""2020.1"",REITOR JOAQUIM AMAZONAS,313579,HISTÃ“RIA - BACHARELADO,2430,TARDE,PRESENCIAL,AC,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,SIM,M,PARDA,BRA,OLINDA,PE,NÃƒO,NÃƒO,,,,"
"273723,1996,""2014.2"",VESTIBULAR,""2020.1"",REITOR JOAQUIM AMAZONAS,13583,ENGENHARIA CARTOGRÃFICA E DE AGRIMENSURA,3870,NOITE,PRESENCIAL,AC,NÃƒO,SIM,INTEGRALIZADO,SIM,M,NÃƒO DECLARADO,BRA,OLINDA,PE,NÃƒO,NÃƒO,,,,"
"264378,1994,""2014.2"",VESTIBULAR,""2020.1"",AGRESTE,118092,ENGENHARIA DE PRODUÃ‡ÃƒO - CAA,3765,INTEGRAL,PRESENCIAL,AC,NÃƒO,SIM,INTEGRALIZADO,SIM,M,PARDA,BRA,VITORIA DE SANTO ANTAO,PE,NÃƒO,NÃƒO,,,,"
"273807,1994,""2014.2"",VESTIBULAR,""2020.1"",AGRESTE,118092,ENGENHARIA DE PRODUÃ‡ÃƒO - CAA,3765,INTEGRAL,PRESENCIAL,AC,NÃƒO,SIM,INTEGRALIZADO,SIM,M,PARDA,BRA,VITORIA DE SANTO ANTAO,PE,NÃƒO,NÃƒO,,,,"
"202126,1989,""2014.1"",VESTIBULAR,""2020.1"",REITOR JOAQUIM AMAZONAS,13609,BIBLIOTECONOMIA,2745,TARDE,PRESENCIAL,AC,NÃƒO,SIM,MATRÃCULA RECUSADA,NÃƒO,F,PRETA,BRA,OLINDA,PE,NÃƒO,NÃƒO,,,,"
"273926,1989,""2014.1"",VESTIBULAR,""2020.1"",REITOR JOAQUIM AMAZONAS,13609,BIBLIOTECONOMIA,2745,TARDE,PRESENCIAL,AC,NÃƒO,SIM,MATRÃCULA RECUSADA,NÃƒO,F,PRETA,BRA,OLINDA,PE,NÃƒO,NÃƒO,,,,"
"273948,1995,""2014.2"",VESTIBULAR,""2020.1"",AGRESTE,118100,MATEMÃTICA - LICENCIATURA - CAA,3000,NOITE,PRESENCIAL,AC,NÃƒO INFORMADO,SIM,INTEGRALIZADO,NÃƒO,M,PARDA,BRA,CARUARU,PE,NÃƒO,NÃƒO,,,,"
"274099,1995,""2014.1"",VESTIBULAR,""2020.1"",REITOR JOAQUIM AMAZONAS,13580,PEDAGOGIA,3210,MANHA,PRESENCIAL,AC,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,SIM,F,PRETA,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"274130,1996,""2014.2"",VESTIBULAR,""2020.1"",AGRESTE,118100,MATEMÃTICA - LICENCIATURA - CAA,3000,NOITE,PRESENCIAL,AC,NÃƒO,NÃƒO,INTEGRALIZADO,NÃƒO,F,PARDA,BRA,BEZERROS,PE,NÃƒO,NÃƒO,,,,"
"274259,1994,""2014.1"",VESTIBULAR,""2020.1"",AGRESTE,101082,ADMINISTRAÃ‡ÃƒO -CAA,3000,NOITE,PRESENCIAL,AC,NÃƒO,NÃƒO,INTEGRALIZADO,NÃƒO,M,AMARELA,BRA,CARUARU,PE,NÃƒO,NÃƒO,,,,"
"274488,1996,""2014.2"",VESTIBULAR,""2020.1"",REITOR JOAQUIM AMAZONAS,13572,ADMINISTRAÃ‡ÃƒO,3030,MANHA,PRESENCIAL,AC,NÃƒO,NÃƒO,INTEGRALIZADO,NÃƒO,F,NÃƒO DECLARADO,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"250550,1994,""2014.2"",VESTIBULAR,""2020.1"",AGRESTE,101082,ADMINISTRAÃ‡ÃƒO -CAA,3000,NOITE,PRESENCIAL,AC,NÃƒO INFORMADO,SIM,INTEGRALIZADO,NÃƒO,F,BRANCA,BRA,GRAVATA,PE,NÃƒO,NÃƒO,,,,"
"274701,1994,""2014.2"",VESTIBULAR,""2020.1"",AGRESTE,101082,ADMINISTRAÃ‡ÃƒO -CAA,3000,NOITE,PRESENCIAL,AC,NÃƒO INFORMADO,SIM,INTEGRALIZADO,NÃƒO,F,BRANCA,BRA,GRAVATA,PE,NÃƒO,NÃƒO,,,,"
"274724,1995,""2014.2"",VESTIBULAR,""2020.1"",REITOR JOAQUIM AMAZONAS,13580,PEDAGOGIA,3210,NOITE,PRESENCIAL,AC,NÃƒO INFORMADO,SIM,INTEGRALIZADO,SIM,F,PARDA,BRA,CAMARAGIBE,PE,NÃƒO,NÃƒO,,,,"
"274790,1994,""2014.1"",VESTIBULAR,""2020.1"",AGRESTE,101082,ADMINISTRAÃ‡ÃƒO -CAA,3000,NOITE,PRESENCIAL,AC,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,NÃƒO,F,BRANCA,BRA,CARUARU,PE,NÃƒO,NÃƒO,,,,"
"274871,1995,""2014.1"",VESTIBULAR,""2020.1"",REITOR JOAQUIM AMAZONAS,13580,PEDAGOGIA,3210,MANHA,PRESENCIAL,AC,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,SIM,F,NÃƒO DECLARADO,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"274882,1996,""2014.1"",VESTIBULAR,""2020.1"",REITOR JOAQUIM AMAZONAS,13625,TURISMO,3000,TARDE,PRESENCIAL,AC,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,SIM,F,NÃƒO DECLARADO,BRA,PAULISTA,PE,NÃƒO,NÃƒO,,,,"
"274890,1982,""2014.2"",VESTIBULAR,""2020.1"",REITOR JOAQUIM AMAZONAS,13572,ADMINISTRAÃ‡ÃƒO,3030,NOITE,PRESENCIAL,AC,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,NÃƒO,F,PARDA,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"216882,1982,""2014.2"",VESTIBULAR,""2020.1"",REITOR JOAQUIM AMAZONAS,13572,ADMINISTRAÃ‡ÃƒO,3030,NOITE,PRESENCIAL,AC,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,NÃƒO,F,PARDA,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"250760,1995,""2014.1"",VESTIBULAR,""2020.1"",REITOR JOAQUIM AMAZONAS,13617,FÃSICA - LICENCIATURA,2530,NOITE,PRESENCIAL,AC,NÃƒO,NÃƒO,INTEGRALIZADO,NÃƒO,F,NÃƒO DECLARADO,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"274936,1995,""2014.1"",VESTIBULAR,""2020.1"",REITOR JOAQUIM AMAZONAS,13617,FÃSICA - LICENCIATURA,2530,NOITE,PRESENCIAL,AC,NÃƒO,NÃƒO,INTEGRALIZADO,NÃƒO,F,NÃƒO DECLARADO,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"275222,1995,""2014.1"",VESTIBULAR,""2020.1"",REITOR JOAQUIM AMAZONAS,13584,ENGENHARIA CIVIL,3900,INTEGRAL,PRESENCIAL,AC,NÃƒO INFORMADO,NÃƒO,MATRICULADO,NÃƒO,F,PARDA,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"275222,1995,""2014.1"",VESTIBULAR,""2020.2"",REITOR JOAQUIM AMAZONAS,13584,ENGENHARIA CIVIL,3900,INTEGRAL,PRESENCIAL,AC,NÃƒO INFORMADO,NÃƒO,MATRICULADO,NÃƒO,F,PARDA,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"275341,1994,""2014.1"",VESTIBULAR,""2020.1"",REITOR JOAQUIM AMAZONAS,21710,ENGENHARIA DE PRODUÃ‡ÃƒO,3270,INTEGRAL,PRESENCIAL,AC,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,NÃƒO,M,NÃƒO DECLARADO,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"275350,1996,""2014.2"",VESTIBULAR,""2020.1"",AGRESTE,118092,ENGENHARIA DE PRODUÃ‡ÃƒO - CAA,3765,INTEGRAL,PRESENCIAL,AC,NÃƒO,NÃƒO,INTEGRALIZADO,NÃƒO,F,NÃƒO DECLARADO,BRA,SANTA CRUZ DO CAPIBARIBE,PE,NÃƒO,NÃƒO,,,,"
"275378,1986,""2014.1"",VESTIBULAR,""2020.1"",AGRESTE,101092,PEDAGOGIA - CAA,3220,NOITE,PRESENCIAL,AC,NÃƒO INFORMADO,SIM,INTEGRALIZADO,NÃƒO,F,NÃƒO DECLARADO,BRA,CARUARU,PE,NÃƒO,NÃƒO,,,,"
"275393,1996,""2014.1"",VESTIBULAR,""2020.1"",AGRESTE,101082,ADMINISTRAÃ‡ÃƒO -CAA,3000,NOITE,PRESENCIAL,AC,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,NÃƒO,F,,BRA,BEZERROS,PE,NÃƒO,NÃƒO,,,,"
"275466,1995,""2014.1"",VESTIBULAR,""2020.1"",REITOR JOAQUIM AMAZONAS,117394,CINEMA E AUDIOVISUAL,2720,TARDE,PRESENCIAL,AC,NÃƒO,NÃƒO,INTEGRALIZADO,NÃƒO,M,NÃƒO DECLARADO,BRA,GOIANIA,GO,NÃƒO,NÃƒO,,,,"
"275493,1977,""2014.1"",VESTIBULAR,""2020.1"",REITOR JOAQUIM AMAZONAS,13580,PEDAGOGIA,3210,NOITE,PRESENCIAL,AC,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,NÃƒO,F,BRANCA,BRA,JABOATAO DOS GUARARAPES,PE,NÃƒO,NÃƒO,,,,"
"275535,1994,""2014.1"",VESTIBULAR,""2020.1"",AGRESTE,101092,PEDAGOGIA - CAA,3220,NOITE,PRESENCIAL,AC,NÃƒO,NÃƒO,INTEGRALIZADO,NÃƒO,F,NÃƒO DECLARADO,BRA,CARUARU,PE,NÃƒO,NÃƒO,,,,"
"275588,1987,""2014.1"",VESTIBULAR,""2020.1"",REITOR JOAQUIM AMAZONAS,13618,QUÃMICA - LICENCIATURA,2620,NOITE,PRESENCIAL,AC,NÃƒO,NÃƒO,INTEGRALIZADO,NÃƒO,F,BRANCA,BRA,CABO DE SANTO AGOSTINHO,PE,NÃƒO,NÃƒO,,,,"
"241055,1987,""2014.1"",VESTIBULAR,""2020.1"",REITOR JOAQUIM AMAZONAS,13618,QUÃMICA - LICENCIATURA,2620,NOITE,PRESENCIAL,AC,NÃƒO,NÃƒO,INTEGRALIZADO,NÃƒO,F,BRANCA,BRA,CABO DE SANTO AGOSTINHO,PE,NÃƒO,NÃƒO,,,,"
"275596,1990,""2014.2"",VESTIBULAR,""2020.1"",REITOR JOAQUIM AMAZONAS,13573,CIÃŠNCIAS CONTABEIS,3000,NOITE,PRESENCIAL,AC,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,NÃƒO,M,PRETA,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"275691,1996,""2014.1"",VESTIBULAR,""2020.1"",REITOR JOAQUIM AMAZONAS,21710,ENGENHARIA DE PRODUÃ‡ÃƒO,3270,INTEGRAL,PRESENCIAL,AC,NÃƒO,NÃƒO,INTEGRALIZADO,NÃƒO,F,PARDA,BRA,IGARASSU,PE,NÃƒO,NÃƒO,,,,"
"275846,1996,""2014.1"",VESTIBULAR,""2020.1"",AGRESTE,118092,ENGENHARIA DE PRODUÃ‡ÃƒO - CAA,3765,INTEGRAL,PRESENCIAL,AC,NÃƒO,NÃƒO,INTEGRALIZADO,NÃƒO,F,NÃƒO DECLARADO,BRA,CARUARU,PE,NÃƒO,NÃƒO,,,,"
"275921,1994,""2014.2"",VESTIBULAR,""2020.1"",REITOR JOAQUIM AMAZONAS,58854,ENGENHARIA DA COMPUTAÃ‡ÃƒO,4065,INTEGRAL,PRESENCIAL,AC,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,SIM,M,NÃƒO DECLARADO,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"275987,1997,""2014.1"",VESTIBULAR,""2020.1"",REITOR JOAQUIM AMAZONAS,13618,QUÃMICA - LICENCIATURA,2620,NOITE,PRESENCIAL,AC,NÃƒO,NÃƒO,INTEGRALIZADO,NÃƒO,F,NÃƒO DECLARADO,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"275991,1996,""2014.1"",VESTIBULAR,""2020.1"",REITOR JOAQUIM AMAZONAS,13618,QUÃMICA - LICENCIATURA,2620,NOITE,PRESENCIAL,AC,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,NÃƒO,M,PARDA,BRA,TIMBAUBA,PE,NÃƒO,NÃƒO,,,,"
"226800,1992,""2014.1"",VESTIBULAR,""2020.1"",REITOR JOAQUIM AMAZONAS,13572,ADMINISTRAÃ‡ÃƒO,3030,NOITE,PRESENCIAL,AC,NÃƒO,NÃƒO,INTEGRALIZADO,NÃƒO,M,NÃƒO DECLARADO,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"275992,1992,""2014.1"",VESTIBULAR,""2020.1"",REITOR JOAQUIM AMAZONAS,13572,ADMINISTRAÃ‡ÃƒO,3030,NOITE,PRESENCIAL,AC,NÃƒO,NÃƒO,INTEGRALIZADO,NÃƒO,M,NÃƒO DECLARADO,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"276130,1993,""2014.1"",VESTIBULAR,""2020.1"",REITOR JOAQUIM AMAZONAS,13584,ENGENHARIA CIVIL,3900,INTEGRAL,PRESENCIAL,AC,NÃƒO INFORMADO,NÃƒO,MATRICULADO,NÃƒO,M,NÃƒO DECLARADO,BRA,OLINDA,PE,NÃƒO,NÃƒO,,,,"
